"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 14, 2011","283.15","279.89","283.15","278.65","148.80K","0.88%"
"Apr 13, 2011","280.68","276.50","280.68","275.12","117.66K","1.65%"
"Apr 12, 2011","276.13","279.74","279.78","275.99","127.62K","-1.55%"
"Apr 11, 2011","280.49","280.79","282.03","279.34","128.45K","-0.20%"
"Apr 08, 2011","281.05","280.00","282.21","279.70","167.08K","0.21%"
"Apr 07, 2011","280.45","282.22","282.62","279.15","145.99K","-0.32%"
"Apr 06, 2011","281.35","281.80","282.73","280.25","161.50K","-0.24%"
"Apr 05, 2011","282.03","280.30","282.03","278.87","122.67K","0.72%"
"Apr 04, 2011","280.01","281.10","281.30","278.38","138.91K","-0.26%"
"Apr 01, 2011","280.73","278.92","280.73","278.10","135.23K","0.67%"
"Mar 31, 2011","278.87","277.97","278.87","276.52","142.60K","0.66%"
"Mar 30, 2011","277.04","274.76","278.20","274.46","142.84K","1.03%"
"Mar 29, 2011","274.22","271.49","274.22","271.04","106.85K","0.77%"
"Mar 28, 2011","272.13","271.70","272.65","270.51","128.56K","0.17%"
"Mar 25, 2011","271.66","271.91","272.22","269.78","134.10K","1.02%"
"Mar 24, 2011","268.93","266.97","268.95","266.85","128.25K","1.23%"
"Mar 23, 2011","265.67","266.69","266.99","264.64","148.51K","-0.14%"
"Mar 22, 2011","266.05","265.97","266.48","264.76","115.16K","0.44%"
"Mar 21, 2011","264.89","262.74","265.18","262.64","99.63K","0.95%"
"Mar 18, 2011","262.39","260.13","263.59","259.58","111.77K","1.00%"
"Mar 17, 2011","259.80","254.66","260.25","254.23","120.06K","0.14%"
"Mar 16, 2011","259.44","258.44","260.22","255.66","123.22K","2.03%"
"Mar 15, 2011","254.29","260.14","262.77","249.34","178.12K","-2.46%"
"Mar 14, 2011","260.69","256.64","260.69","254.63","161.48K","1.50%"
"Mar 11, 2011","256.83","257.17","259.22","256.15","88.22K","-1.44%"
"Mar 10, 2011","260.59","263.41","263.66","259.55","118.23K","-1.22%"
"Mar 09, 2011","263.80","264.84","266.18","262.39","110.32K","0.18%"
"Mar 08, 2011","263.33","261.87","265.09","260.56","88.75K","0.72%"
"Mar 07, 2011","261.44","264.12","265.20","261.12","69.66K","-1.50%"
"Mar 04, 2011","265.42","263.06","265.96","262.41","103.58K","1.90%"
"Mar 03, 2011","260.48","256.82","260.48","256.55","85.84K","2.17%"
"Mar 02, 2011","254.96","253.95","256.58","253.90","81.30K","-0.55%"
"Feb 28, 2011","256.36","257.96","258.83","255.88","86.80K","-1.13%"
"Feb 25, 2011","259.28","258.49","259.68","256.43","89.78K","0.62%"
"Feb 24, 2011","257.69","258.69","260.40","257.04","96.55K","-0.59%"
"Feb 23, 2011","259.21","259.18","261.30","257.87","105.11K","-0.35%"
"Feb 22, 2011","260.13","260.81","262.06","258.58","113.19K","-1.67%"
"Feb 21, 2011","264.55","265.88","266.07","262.71","113.04K","-0.47%"
"Feb 18, 2011","265.80","263.03","266.22","261.82","111.96K","1.75%"
"Feb 17, 2011","261.23","264.41","265.14","258.83","132.45K","-0.51%"
"Feb 16, 2011","262.56","264.95","267.14","262.52","106.00K","-1.07%"
"Feb 15, 2011","265.40","266.49","268.23","264.39","108.13K","-0.23%"
"Feb 14, 2011","266.02","263.49","266.29","261.98","107.23K","2.16%"
"Feb 11, 2011","260.40","264.80","266.76","260.13","124.67K","-1.58%"
"Feb 10, 2011","264.57","269.21","269.83","264.57","119.19K","-1.97%"
"Feb 09, 2011","269.90","274.18","274.20","268.84","109.63K","-1.19%"
"Feb 08, 2011","273.16","276.01","276.36","272.84","116.76K","-0.63%"
"Feb 07, 2011","274.90","277.76","278.68","274.90","114.65K","0.53%"
"Feb 01, 2011","273.45","274.50","275.46","273.44","107.29K","0.12%"
"Jan 31, 2011","273.12","274.80","275.95","273.12","116.19K","-1.91%"
"Jan 28, 2011","278.45","279.18","279.79","276.58","124.68K","-0.27%"
"Jan 27, 2011","279.20","279.34","280.26","278.34","124.11K","0.14%"
"Jan 26, 2011","278.81","276.16","279.19","275.92","113.84K","1.32%"
"Jan 25, 2011","275.18","275.80","277.76","274.86","130.50K","0.25%"
"Jan 24, 2011","274.50","272.25","274.68","271.92","107.72K","0.67%"
"Jan 21, 2011","272.67","277.22","277.38","272.28","140.58K","-1.83%"
"Jan 20, 2011","277.75","278.52","278.96","277.12","109.29K","-0.54%"
"Jan 19, 2011","279.25","277.90","279.86","274.81","151.38K","0.96%"
"Jan 18, 2011","276.60","276.43","278.80","276.07","139.44K","-0.16%"
"Jan 17, 2011","277.05","278.49","279.67","277.04","151.52K","-0.40%"
"Jan 14, 2011","278.17","275.39","278.17","273.45","183.86K","0.96%"
"Jan 13, 2011","275.52","276.49","278.52","274.81","169.45K","-0.24%"
"Jan 12, 2011","276.17","275.53","276.70","274.79","134.80K","0.39%"
"Jan 11, 2011","275.10","273.81","275.10","271.26","114.63K","0.41%"
"Jan 10, 2011","273.99","274.91","275.75","272.44","123.71K","-0.59%"
"Jan 07, 2011","275.61","274.00","275.61","273.24","113.11K","0.32%"
"Jan 06, 2011","274.72","276.91","277.13","273.08","143.23K","-0.23%"
"Jan 05, 2011","275.35","275.37","275.94","274.57","127.21K","-0.16%"
"Jan 04, 2011","275.78","274.29","275.78","273.69","113.81K","0.72%"
"Jan 03, 2011","273.81","272.84","273.81","271.63","100.08K","0.97%"
"Dec 30, 2010","271.19","270.84","271.53","270.00","86.07K","0.28%"
"Dec 29, 2010","270.44","268.29","270.49","268.00","86.46K","0.52%"
"Dec 28, 2010","269.04","268.21","270.37","267.94","115.97K","0.63%"
"Dec 27, 2010","267.35","267.68","269.11","266.79","94.70K","-0.43%"
"Dec 24, 2010","268.50","270.10","270.36","268.29","93.03K","-0.42%"
"Dec 23, 2010","269.62","270.03","270.23","268.27","89.67K","0.01%"
"Dec 22, 2010","269.60","269.52","270.43","269.02","104.03K","0.11%"
"Dec 21, 2010","269.31","269.13","270.44","268.61","126.91K","0.71%"
"Dec 20, 2010","267.42","265.48","267.69","264.06","134.87K","-0.09%"
"Dec 17, 2010","267.67","266.19","267.89","265.14","119.46K","1.04%"
"Dec 16, 2010","264.92","264.83","266.47","263.97","88.01K","-0.39%"
"Dec 15, 2010","265.95","265.03","265.95","264.20","112.01K","0.31%"
"Dec 14, 2010","265.13","263.94","265.19","263.38","120.70K","0.69%"
"Dec 13, 2010","263.31","262.70","263.54","261.37","92.89K","0.60%"
"Dec 10, 2010","261.74","261.57","262.73","260.82","92.74K","-0.22%"
"Dec 09, 2010","262.32","258.57","262.32","258.17","122.28K","1.87%"
"Dec 08, 2010","257.51","258.25","259.76","257.35","96.77K","-0.43%"
"Dec 07, 2010","258.63","257.46","259.16","256.96","102.09K","0.51%"
"Dec 06, 2010","257.32","258.12","258.26","256.28","100.06K","-0.13%"
"Dec 03, 2010","257.65","257.51","257.65","256.15","107.00K","0.64%"
"Dec 02, 2010","256.02","254.61","256.10","254.24","99.95K","1.27%"
"Dec 01, 2010","252.80","250.08","252.80","249.54","85.38K","1.27%"
"Nov 30, 2010","249.64","247.97","251.82","247.86","117.92K","0.29%"
"Nov 29, 2010","248.92","249.92","251.02","246.84","87.34K","-0.16%"
"Nov 26, 2010","249.31","253.07","253.69","248.27","109.42K","-1.24%"
"Nov 25, 2010","252.45","253.30","253.42","250.68","111.63K","0.03%"
"Nov 24, 2010","252.38","246.77","252.78","246.57","154.34K","0.10%"
"Nov 23, 2010","252.12","253.22","253.97","250.73","140.76K","-0.74%"
"Nov 22, 2010","254.00","253.82","254.97","253.16","132.86K","0.38%"
"Nov 19, 2010","253.04","252.30","253.06","251.09","125.81K","0.75%"
"Nov 18, 2010","251.15","248.92","251.36","248.25","108.94K","1.56%"
"Nov 17, 2010","247.30","245.02","248.99","244.75","122.73K","-0.22%"
"Nov 16, 2010","247.84","248.96","249.65","246.40","140.89K","-0.55%"
"Nov 15, 2010","249.22","249.34","250.56","247.47","107.19K","0.35%"
"Nov 12, 2010","248.35","252.78","254.02","246.62","175.49K","0.34%"
"Nov 11, 2010","247.51","254.86","256.51","247.51","174.61K","-2.99%"
"Nov 10, 2010","255.13","251.87","255.14","251.79","156.53K","1.21%"
"Nov 09, 2010","252.07","251.81","252.30","250.56","101.97K","0.14%"
"Nov 08, 2010","251.73","252.32","252.70","250.01","115.57K","0.20%"
"Nov 05, 2010","251.22","253.85","254.82","251.14","153.75K","0.04%"
"Nov 04, 2010","251.12","250.73","251.51","250.17","110.11K","0.45%"
"Nov 03, 2010","249.99","249.62","251.33","249.28","119.31K","0.83%"
"Nov 02, 2010","247.93","247.02","248.32","246.54","117.43K","0.21%"
"Nov 01, 2010","247.41","243.92","247.41","242.68","117.69K","1.82%"
"Oct 29, 2010","242.98","247.19","247.27","242.14","123.48K","-1.39%"
"Oct 28, 2010","246.41","246.53","247.46","245.72","124.90K","-0.08%"
"Oct 27, 2010","246.61","248.22","248.92","245.68","155.43K","-0.71%"
"Oct 26, 2010","248.38","247.70","248.50","247.07","121.67K","0.09%"
"Oct 25, 2010","248.16","246.52","248.74","245.91","130.33K","0.94%"
"Oct 22, 2010","245.84","243.58","245.86","243.31","113.49M","1.36%"
"Oct 21, 2010","242.53","242.71","242.84","239.99","157.19M","0.31%"
"Oct 20, 2010","241.79","238.41","242.64","237.25","118.75M","0.70%"
"Oct 19, 2010","240.11","242.96","243.81","240.11","113.41M","-1.04%"
"Oct 18, 2010","242.64","246.81","246.93","242.64","112.93M","-1.59%"
"Oct 15, 2010","246.56","246.03","246.68","245.31","128.05M","0.13%"
"Oct 14, 2010","246.25","244.38","246.25","244.02","147.80M","1.34%"
"Oct 13, 2010","242.99","243.63","244.01","241.73","103.72M","0.26%"
"Oct 12, 2010","242.35","245.76","245.95","241.20","110.72M","-1.26%"
"Oct 11, 2010","245.44","247.99","248.05","244.79","116.40M","-0.43%"
"Oct 08, 2010","246.51","247.16","247.19","245.37","128.19M","-0.29%"
"Oct 07, 2010","247.22","247.17","247.91","246.21","148.60M","-0.19%"
"Oct 06, 2010","247.70","246.53","248.01","246.11","137.81M","1.42%"
"Oct 05, 2010","244.22","243.22","244.74","242.59","107.93M","0.09%"
"Oct 04, 2010","243.99","244.47","245.28","243.46","122.91M","0.21%"
"Oct 01, 2010","243.49","242.87","244.44","242.38","121.04M","0.22%"
"Sep 30, 2010","242.95","242.67","243.02","241.37","116.92M","0.28%"
"Sep 29, 2010","242.27","241.94","243.32","241.88","129.96M","0.70%"
"Sep 28, 2010","240.59","241.16","241.73","240.31","100.92M","-0.33%"
"Sep 27, 2010","241.38","240.99","241.55","240.26","130.77M","0.66%"
"Sep 24, 2010","239.80","237.78","239.80","237.04","99.53M","0.63%"
"Sep 20, 2010","238.29","236.71","238.55","236.21","78.95M","0.27%"
"Sep 17, 2010","237.64","237.04","237.92","235.47","119.99M","0.96%"
"Sep 16, 2010","235.37","236.82","237.15","235.36","102.24M","-0.75%"
"Sep 15, 2010","237.14","236.21","237.62","235.70","118.68M","0.49%"
"Sep 14, 2010","235.98","237.19","237.65","235.43","127.09M","-0.15%"
"Sep 13, 2010","236.34","235.23","236.56","234.83","121.24M","1.03%"
"Sep 10, 2010","233.93","232.68","234.95","232.55","101.61M","1.04%"
"Sep 09, 2010","231.53","231.93","232.56","230.25","103.68M","0.26%"
"Sep 08, 2010","230.94","231.31","232.06","229.89","101.67M","-0.65%"
"Sep 07, 2010","232.45","232.78","233.44","232.23","83.87M","-0.14%"
"Sep 06, 2010","232.77","232.60","233.04","231.73","105.59M","0.75%"
"Sep 03, 2010","231.04","231.26","232.01","230.26","111.25M","0.16%"
"Sep 02, 2010","230.66","232.03","232.06","229.57","97.59M","0.54%"
"Sep 01, 2010","229.41","228.00","229.97","227.30","109.33M","1.15%"
"Aug 31, 2010","226.81","227.88","228.61","226.15","92.86M","-1.23%"
"Aug 30, 2010","229.63","228.17","229.72","227.77","78.13M","1.82%"
"Aug 27, 2010","225.52","224.63","226.04","223.91","79.51M","0.06%"
"Aug 26, 2010","225.39","227.20","227.38","225.39","96.28M","-0.27%"
"Aug 25, 2010","225.99","227.49","228.47","225.98","91.89M","-1.50%"
"Aug 24, 2010","229.42","228.60","230.92","227.65","91.43M","-0.34%"
"Aug 23, 2010","230.20","231.82","233.01","230.02","98.26M","-0.42%"
"Aug 20, 2010","231.17","230.41","231.44","229.74","83.35M","-0.31%"
"Aug 19, 2010","231.88","229.20","232.09","229.01","95.23M","1.30%"
"Aug 18, 2010","228.90","229.14","229.23","227.72","98.51M","0.41%"
"Aug 17, 2010","227.96","225.45","228.34","224.95","87.28M","0.64%"
"Aug 16, 2010","226.51","225.32","226.90","222.80","94.17M","-0.22%"
"Aug 13, 2010","227.01","225.12","227.28","224.23","93.23M","1.36%"
"Aug 12, 2010","223.96","225.42","226.80","223.96","108.63M","-2.19%"
"Aug 11, 2010","228.98","231.15","231.30","228.50","109.91M","-1.32%"
"Aug 10, 2010","232.04","233.42","233.84","231.80","95.27M","-0.47%"
"Aug 09, 2010","233.14","231.59","233.23","231.21","91.59M","0.34%"
"Aug 06, 2010","232.35","232.14","232.68","230.40","109.76M","-0.02%"
"Aug 05, 2010","232.39","234.13","234.29","231.03","111.12M","-0.32%"
"Aug 04, 2010","233.14","234.08","234.08","231.23","120.56M","-0.10%"
"Aug 03, 2010","233.38","234.10","234.20","232.64","105.89M","0.50%"
"Aug 02, 2010","232.22","230.82","232.63","230.26","103.63M","1.30%"
"Jul 30, 2010","229.25","230.70","231.69","228.71","86.65M","-0.83%"
"Jul 29, 2010","231.16","231.01","231.86","230.63","101.51M","-0.17%"
"Jul 28, 2010","231.56","231.70","232.06","230.39","101.96M","0.27%"
"Jul 27, 2010","230.93","231.66","232.14","230.46","123.42M","0.03%"
"Jul 26, 2010","230.87","229.70","231.64","229.48","105.74M","0.60%"
"Jul 23, 2010","229.50","229.05","229.88","227.66","134.52M","1.45%"
"Jul 22, 2010","226.23","227.33","228.46","225.90","138.11M","-0.72%"
"Jul 21, 2010","227.88","228.16","228.65","226.67","117.50M","0.90%"
"Jul 20, 2010","225.84","224.47","226.47","224.08","96.18M","0.23%"
"Jul 19, 2010","225.32","223.64","226.23","223.51","100.16M","-0.45%"
"Jul 16, 2010","226.34","228.28","228.83","226.06","130.72M","-0.90%"
"Jul 15, 2010","228.39","228.75","229.44","228.02","118.09M","-0.38%"
"Jul 14, 2010","229.27","228.79","230.23","228.69","168.94M","1.38%"
"Jul 13, 2010","226.14","226.32","228.19","225.74","116.32M","0.12%"
"Jul 12, 2010","225.86","225.51","225.87","224.58","91.48M","0.63%"
"Jul 09, 2010","224.44","222.07","224.44","220.63","115.51M","1.66%"
"Jul 08, 2010","220.78","220.66","221.29","219.86","92.73M","1.53%"
"Jul 07, 2010","217.45","219.09","219.09","216.39","82.40M","-0.76%"
"Jul 06, 2010","219.12","215.93","219.16","214.04","95.56M","0.76%"
"Jul 05, 2010","217.47","217.43","218.29","215.96","80.89M","0.21%"
"Jul 02, 2010","217.01","219.13","219.87","216.43","119.55M","-0.75%"
"Jul 01, 2010","218.65","219.26","220.23","216.26","101.88M","-1.00%"
"Jun 30, 2010","220.85","218.70","221.09","218.24","96.49M","-0.76%"
"Jun 29, 2010","222.54","225.94","226.72","221.94","93.04M","-1.33%"
"Jun 28, 2010","225.55","226.17","226.35","225.01","79.22M","-0.04%"
"Jun 25, 2010","225.63","224.87","226.15","224.44","85.05M","-0.80%"
"Jun 24, 2010","227.45","225.33","227.45","224.89","76.83M","0.82%"
"Jun 23, 2010","225.59","225.08","226.41","224.92","87.38M","-0.38%"
"Jun 22, 2010","226.45","226.12","226.90","225.36","100.60M","-0.54%"
"Jun 21, 2010","227.69","226.07","227.99","225.51","112.67M","1.75%"
"Jun 18, 2010","223.77","223.75","224.04","222.41","92.45M","0.14%"
"Jun 17, 2010","223.45","223.54","224.08","222.49","117.14M","0.05%"
"Jun 16, 2010","223.34","223.81","224.18","221.96","116.46M","0.90%"
"Jun 15, 2010","221.34","220.94","222.32","220.40","98.89M","-0.04%"
"Jun 14, 2010","221.43","220.22","222.54","219.99","94.22M","1.01%"
"Jun 11, 2010","219.22","218.85","219.87","217.30","100.49M","1.62%"
"Jun 10, 2010","215.73","215.82","217.23","214.64","110.67M","0.22%"
"Jun 09, 2010","215.26","216.15","216.56","213.81","102.85M","-0.38%"
"Jun 08, 2010","216.08","213.84","216.80","213.21","96.52M","0.79%"
"Jun 07, 2010","214.38","213.55","214.57","211.95","99.35M","-1.67%"
"Jun 04, 2010","218.03","217.37","218.79","217.03","104.69M","0.21%"
"Jun 03, 2010","217.58","214.84","217.95","214.51","108.45M","2.14%"
"Jun 01, 2010","213.02","213.30","214.46","211.89","92.20M","-0.62%"
"May 31, 2010","214.34","212.43","214.34","211.81","84.11M","1.06%"
"May 28, 2010","212.10","212.93","212.93","209.93","109.31M","1.08%"
"May 27, 2010","209.83","204.54","210.49","204.52","124.16M","1.55%"
"May 26, 2010","206.62","206.95","207.51","203.21","121.65M","0.87%"
"May 25, 2010","204.83","207.58","207.79","201.50","136.73M","-2.59%"
"May 24, 2010","210.27","207.50","211.36","207.46","90.58M","0.71%"
"May 20, 2010","208.78","211.55","213.85","207.71","114.72M","-1.72%"
"May 19, 2010","212.43","211.26","212.54","208.83","124.03M","-0.93%"
"May 18, 2010","214.42","216.68","216.80","212.57","128.23M","-0.44%"
"May 17, 2010","215.36","217.34","217.90","214.27","137.86M","-2.59%"
"May 14, 2010","221.08","219.58","221.69","218.45","131.87M","0.13%"
"May 13, 2010","220.80","219.55","221.68","219.34","113.40M","1.85%"
"May 12, 2010","216.78","218.86","219.26","215.98","111.64M","-0.39%"
"May 11, 2010","217.63","220.94","221.00","216.63","125.76M","-0.67%"
"May 10, 2010","219.10","216.86","219.53","215.88","108.12M","1.86%"
"May 07, 2010","215.09","213.33","216.59","212.41","153.08M","-2.33%"
"May 06, 2010","220.21","219.56","220.76","218.72","130.89M","-2.02%"
"May 04, 2010","224.76","226.29","227.00","224.22","122.13M","-0.15%"
"May 03, 2010","225.10","227.04","227.72","223.67","109.19M","-1.25%"
"Apr 30, 2010","227.95","227.94","229.14","227.59","113.67M","0.81%"
"Apr 29, 2010","226.11","227.58","227.58","224.98","122.79M","-0.38%"
"Apr 28, 2010","226.98","224.81","226.98","224.61","119.43M","-1.00%"
"Apr 27, 2010","229.28","229.06","230.10","228.16","97.14M","-0.16%"
"Apr 26, 2010","229.64","228.50","230.54","228.47","91.56M","1.00%"
"Apr 23, 2010","227.36","228.99","229.08","226.66","93.34M","-0.18%"
"Apr 22, 2010","227.76","227.60","228.02","226.19","99.47M","-0.58%"
"Apr 21, 2010","229.09","226.82","229.24","226.72","110.51M","1.76%"
"Apr 20, 2010","225.13","224.98","225.69","224.15","86.76M","0.66%"
"Apr 19, 2010","223.65","224.17","225.76","223.04","89.08M","-1.77%"
"Apr 16, 2010","227.69","228.83","229.11","226.21","93.00M","-0.65%"
"Apr 15, 2010","229.17","229.52","229.84","227.13","136.43M","0.48%"
"Apr 14, 2010","228.08","226.01","228.08","226.01","109.97M","1.51%"
"Apr 13, 2010","224.69","225.21","225.48","222.93","83.81M","0.04%"
"Apr 12, 2010","224.59","227.56","227.94","224.14","111.51M","-0.98%"
"Apr 09, 2010","226.81","228.34","228.76","224.82","164.94M","-0.64%"
"Apr 08, 2010","228.27","226.66","228.27","226.22","84.63M","0.42%"
"Apr 07, 2010","227.31","227.33","227.82","226.62","109.79M","-0.09%"
"Apr 06, 2010","227.51","228.62","228.64","226.49","91.86M","0.01%"
"Apr 05, 2010","227.48","227.37","228.02","225.61","113.49M","0.35%"
"Apr 02, 2010","226.69","226.03","226.78","225.28","125.16M","0.54%"
"Apr 01, 2010","225.47","221.98","225.58","221.98","111.81M","1.76%"
"Mar 31, 2010","221.58","222.76","223.20","221.06","111.85M","-0.40%"
"Mar 30, 2010","222.48","223.45","223.50","221.63","102.49M","0.40%"
"Mar 29, 2010","221.60","220.11","222.55","220.03","100.82M","-0.29%"
"Mar 26, 2010","222.25","220.35","222.63","219.83","96.49M","0.53%"
"Mar 25, 2010","221.07","220.11","221.13","219.58","147.42M","0.45%"
"Mar 24, 2010","220.09","221.71","222.03","219.73","95.38M","0.00%"
"Mar 23, 2010","220.09","220.27","220.95","219.44","94.76M","0.72%"
"Mar 22, 2010","218.52","219.31","219.73","217.35","99.57M","-0.89%"
"Mar 19, 2010","220.48","220.05","220.77","219.32","104.88M","0.67%"
"Mar 18, 2010","219.02","219.69","220.88","219.02","109.22M","-0.57%"
"Mar 17, 2010","220.28","217.39","220.28","216.83","117.94M","2.34%"
"Mar 16, 2010","215.25","216.15","216.26","214.50","129.47M","-0.11%"
"Mar 15, 2010","215.49","217.53","218.15","214.63","83.21M","-0.86%"
"Mar 12, 2010","217.35","218.11","218.17","216.14","92.66M","0.27%"
"Mar 11, 2010","216.76","218.98","219.29","216.65","144.92M","-0.49%"
"Mar 10, 2010","217.82","217.90","218.07","216.63","96.01M","0.00%"
"Mar 09, 2010","217.82","217.40","217.89","216.74","88.55M","0.04%"
"Mar 08, 2010","217.73","216.79","217.87","216.31","110.53M","1.72%"
"Mar 05, 2010","214.05","212.87","214.09","212.79","75.19M","1.01%"
"Mar 04, 2010","211.91","212.75","213.66","211.12","71.06M","-0.21%"
"Mar 03, 2010","212.36","211.42","212.40","210.81","69.14M","0.44%"
"Mar 02, 2010","211.44","210.99","212.15","210.58","89.62M","1.48%"
"Feb 26, 2010","208.36","208.53","208.86","206.69","62.07M","0.39%"
"Feb 25, 2010","207.56","211.86","212.16","206.85","78.86M","-1.59%"
"Feb 24, 2010","210.92","211.69","211.93","210.11","82.85M","-1.19%"
"Feb 23, 2010","213.45","213.29","213.68","211.61","78.09M","0.08%"
"Feb 22, 2010","213.28","211.92","213.97","211.92","79.15M","2.19%"
"Feb 19, 2010","208.70","211.12","212.85","208.56","81.62M","-1.81%"
"Feb 18, 2010","212.55","213.81","213.98","212.11","79.52M","-0.42%"
"Feb 17, 2010","213.44","212.24","213.56","212.09","96.34M","1.77%"
"Feb 16, 2010","209.73","208.21","210.84","207.77","72.25M","0.47%"
"Feb 12, 2010","208.74","209.35","209.59","206.56","87.27M","-0.47%"
"Feb 11, 2010","209.73","206.55","210.17","206.45","98.64M","1.84%"
"Feb 10, 2010","205.94","206.98","207.41","205.23","91.86M","-0.03%"
"Feb 09, 2010","206.01","203.17","206.25","202.93","100.28M","1.30%"
"Feb 08, 2010","203.37","204.60","204.87","202.69","85.55M","-0.82%"
"Feb 05, 2010","205.06","205.48","206.39","204.31","105.39M","-3.15%"
"Feb 04, 2010","211.72","211.82","212.44","210.71","89.45M","-0.07%"
"Feb 03, 2010","211.86","211.76","212.45","209.99","92.51M","1.24%"
"Feb 02, 2010","209.27","212.36","212.36","208.55","116.33M","-0.71%"
"Feb 01, 2010","210.76","210.53","211.68","208.77","104.37M","0.20%"
"Jan 29, 2010","210.34","212.77","213.63","209.40","113.87M","-2.47%"
"Jan 28, 2010","215.67","213.94","216.65","212.53","115.84M","1.24%"
"Jan 27, 2010","213.02","215.38","215.63","212.51","119.97M","-0.87%"
"Jan 26, 2010","214.89","219.09","219.41","213.52","130.22M","-2.02%"
"Jan 25, 2010","219.33","217.72","220.65","217.37","125.94M","-0.61%"
"Jan 22, 2010","220.68","222.59","223.90","218.22","154.75M","-2.42%"
"Jan 21, 2010","226.16","223.03","226.16","222.41","127.29M","0.59%"
"Jan 20, 2010","224.83","225.87","225.97","223.88","171.77M","0.31%"
"Jan 19, 2010","224.13","225.44","226.10","223.55","129.31M","-0.11%"
"Jan 18, 2010","224.38","222.26","225.19","221.21","156.02M","0.52%"
"Jan 15, 2010","223.21","222.33","223.69","221.12","156.99M","0.91%"
"Jan 14, 2010","221.19","220.39","222.24","219.88","134.06M","0.92%"
"Jan 13, 2010","219.17","220.82","221.46","219.01","116.03M","-1.74%"
"Jan 12, 2010","223.04","222.50","223.39","220.86","121.23M","0.36%"
"Jan 11, 2010","222.23","223.31","224.18","222.23","155.39M","-0.19%"
"Jan 08, 2010","222.66","222.65","222.81","219.15","157.26M","0.61%"
"Jan 07, 2010","221.31","224.23","224.77","221.31","183.42M","-1.50%"
"Jan 06, 2010","224.67","223.83","224.96","223.52","170.50M","0.82%"
"Jan 05, 2010","222.84","224.24","224.40","222.18","153.28M","-0.29%"
"Jan 04, 2010","223.49","221.67","223.49","221.66","85.97M","0.73%"
"Dec 30, 2009","221.86","220.10","221.86","218.99","100.37M","0.69%"
"Dec 29, 2009","220.34","220.57","221.65","218.92","88.92M","-0.76%"
"Dec 28, 2009","222.03","223.04","223.06","221.16","136.90M","0.16%"
"Dec 24, 2009","221.67","219.15","222.62","218.83","103.77M","1.24%"
"Dec 23, 2009","218.95","218.66","218.95","217.81","82.32M","0.50%"
"Dec 22, 2009","217.87","217.77","218.08","216.61","95.16M","0.77%"
"Dec 21, 2009","216.20","216.47","217.08","215.13","84.57M","-0.22%"
"Dec 18, 2009","216.68","215.82","217.37","214.69","85.06M","-0.10%"
"Dec 17, 2009","216.90","219.17","219.33","216.82","84.86M","-1.10%"
"Dec 16, 2009","219.32","219.65","220.22","217.66","91.84M","-0.13%"
"Dec 15, 2009","219.60","218.72","219.99","218.48","94.80M","0.04%"
"Dec 14, 2009","219.51","219.48","219.69","216.77","111.47M","0.34%"
"Dec 11, 2009","218.77","218.26","220.01","216.90","106.16M","0.02%"
"Dec 10, 2009","218.73","215.95","218.73","212.70","139.12M","1.38%"
"Dec 09, 2009","215.75","213.30","215.90","212.47","107.30M","0.39%"
"Dec 08, 2009","214.91","215.24","216.40","214.07","74.41M","-0.30%"
"Dec 07, 2009","215.55","215.65","216.07","214.52","97.13M","0.49%"
"Dec 04, 2009","214.50","212.43","215.34","212.34","96.33M","0.56%"
"Dec 03, 2009","213.31","211.01","213.31","210.55","99.77M","1.46%"
"Dec 02, 2009","210.25","208.82","210.97","208.41","107.72M","1.54%"
"Dec 01, 2009","207.07","204.02","207.07","202.99","111.38M","1.13%"
"Nov 30, 2009","204.75","203.81","206.66","203.81","102.91M","2.00%"
"Nov 27, 2009","200.73","207.40","208.37","200.06","131.88M","-4.76%"
"Nov 26, 2009","210.77","211.80","213.87","210.77","90.55M","-0.87%"
"Nov 25, 2009","212.61","212.18","213.14","210.93","78.57M","0.33%"
"Nov 24, 2009","211.92","214.79","214.87","211.04","153.57M","-0.84%"
"Nov 23, 2009","213.72","214.20","215.29","212.67","84.01M","-0.02%"
"Nov 20, 2009","213.76","212.88","214.50","212.60","90.76M","-0.06%"
"Nov 19, 2009","213.89","212.28","214.62","212.14","110.81M","1.10%"
"Nov 18, 2009","211.56","210.54","212.88","210.29","112.74M","1.22%"
"Nov 17, 2009","209.00","210.86","211.30","208.92","119.25M","-0.43%"
"Nov 16, 2009","209.90","207.61","209.90","206.10","101.70M","1.48%"
"Nov 13, 2009","206.84","208.00","208.77","205.38","90.70M","0.08%"
"Nov 12, 2009","206.67","210.51","211.17","206.67","105.11M","-1.62%"
"Nov 11, 2009","210.08","209.41","210.08","207.22","76.03M","0.89%"
"Nov 10, 2009","208.23","209.89","210.65","207.79","84.60M","0.45%"
"Nov 09, 2009","207.29","207.29","209.41","206.68","85.93M","0.37%"
"Nov 06, 2009","206.53","207.00","207.13","205.38","80.61M","1.48%"
"Nov 05, 2009","203.52","205.57","206.12","203.34","77.39M","-1.77%"
"Nov 04, 2009","207.18","203.93","207.19","203.13","86.20M","1.99%"
"Nov 03, 2009","203.13","204.49","204.93","202.95","80.13M","-0.55%"
"Nov 02, 2009","204.25","201.76","205.72","201.76","97.17M","-1.24%"
"Oct 30, 2009","206.81","210.30","210.30","206.81","94.76M","-0.42%"
